HourUTC;HourDK;PriceArea;BalancingPowerPriceDownEUR
28-05-2023;28-05-2023;DK1;-98.080002
28-05-2023;28-05-2023;DK2;-10
28-05-2023;28-05-2023;DK1;-129.960007
28-05-2023;28-05-2023;DK1;-129.910004
28-05-2023;28-05-2023;DK2;-10
28-05-2023;28-05-2023;DK1;-48.720001
28-05-2023;28-05-2023;DK2;-1,003
28-05-2023;28-05-2023;DK1;-27
28-05-2023;28-05-2023;DK2;-27
28-05-2023;28-05-2023;DK1;-7
28-05-2023;28-05-2023;DK2;-7
28-05-2023;28-05-2023;DK2;-4
28-05-2023;28-05-2023;DK1;-4
28-05-2023;28-05-2023;DK1;37.700001
28-05-2023;28-05-2023;DK2;37.700001
28-05-2023;28-05-2023;DK2;64.839996
28-05-2023;28-05-2023;DK1;64.839996
28-05-2023;28-05-2023;DK2;72.019997
28-05-2023;28-05-2023;DK1;72.019997
28-05-2023;28-05-2023;DK2;76.470001
28-05-2023;28-05-2023;DK1;76.470001
28-05-2023;28-05-2023;DK2;77.860001
28-05-2023;28-05-2023;DK1;77.860001
28-05-2023;28-05-2023;DK2;77.870003
28-05-2023;28-05-2023;DK1;77.870003
28-05-2023;28-05-2023;DK1;81.919998
28-05-2023;28-05-2023;DK2;81.919998
27-05-2023;28-05-2023;DK2;84
27-05-2023;28-05-2023;DK1;84
27-05-2023;28-05-2023;DK1;49.5
27-05-2023;28-05-2023;DK2;49.5
27-05-2023;27-05-2023;DK2;54
27-05-2023;27-05-2023;DK1;54
27-05-2023;27-05-2023;DK1;100.029999
27-05-2023;27-05-2023;DK2;100.029999
27-05-2023;27-05-2023;DK1;54.5
27-05-2023;27-05-2023;DK2;54.5
27-05-2023;27-05-2023;DK1;12,493
27-05-2023;27-05-2023;DK2;12,493
27-05-2023;27-05-2023;DK1;100.379997
27-05-2023;27-05-2023;DK2;100.379997
27-05-2023;27-05-2023;DK1;84.849998
27-05-2023;27-05-2023;DK2;84.849998
27-05-2023;27-05-2023;DK2;15
27-05-2023;27-05-2023;DK1;15
27-05-2023;27-05-2023;DK1;-3.5
27-05-2023;27-05-2023;DK2;-3.5
27-05-2023;27-05-2023;DK1;-3
27-05-2023;27-05-2023;DK2;-3
27-05-2023;27-05-2023;DK1;-6
27-05-2023;27-05-2023;DK2;-6
27-05-2023;27-05-2023;DK2;-10
27-05-2023;27-05-2023;DK1;-10
27-05-2023;27-05-2023;DK2;-4
27-05-2023;27-05-2023;DK1;-4
27-05-2023;27-05-2023;DK2;0
27-05-2023;27-05-2023;DK1;0
27-05-2023;27-05-2023;DK2;7
27-05-2023;27-05-2023;DK1;7
27-05-2023;27-05-2023;DK1;55.060001
27-05-2023;27-05-2023;DK2;55.060001
27-05-2023;27-05-2023;DK1;72.610001
27-05-2023;27-05-2023;DK2;72.610001
27-05-2023;27-05-2023;DK2;82.989998
27-05-2023;27-05-2023;DK1;82.989998
27-05-2023;27-05-2023;DK1;82.699997
27-05-2023;27-05-2023;DK2;82.699997
27-05-2023;27-05-2023;DK1;56
27-05-2023;27-05-2023;DK2;56
27-05-2023;27-05-2023;DK1;56
27-05-2023;27-05-2023;DK2;56
27-05-2023;27-05-2023;DK2;56
27-05-2023;27-05-2023;DK1;56
27-05-2023;27-05-2023;DK2;84.730003
27-05-2023;27-05-2023;DK1;84.730003
26-05-2023;27-05-2023;DK2;83.529999
26-05-2023;27-05-2023;DK1;83.529999
26-05-2023;27-05-2023;DK1;89.690002
26-05-2023;27-05-2023;DK2;89.690002
26-05-2023;26-05-2023;DK2;0
26-05-2023;26-05-2023;DK1;0
26-05-2023;26-05-2023;DK1;99.5
26-05-2023;26-05-2023;DK2;99.5
26-05-2023;26-05-2023;DK1;110
26-05-2023;26-05-2023;DK2;110
26-05-2023;26-05-2023;DK1;115.620003
26-05-2023;26-05-2023;DK2;112.849998
26-05-2023;26-05-2023;DK1;80.489998
26-05-2023;26-05-2023;DK2;83.260002
26-05-2023;26-05-2023;DK2;80.900002
26-05-2023;26-05-2023;DK1;80.900002
26-05-2023;26-05-2023;DK1;43.119999
26-05-2023;26-05-2023;DK2;43.119999
26-05-2023;26-05-2023;DK1;-4
26-05-2023;26-05-2023;DK2;-4
26-05-2023;26-05-2023;DK1;-7
26-05-2023;26-05-2023;DK2;-7
26-05-2023;26-05-2023;DK2;-7
26-05-2023;26-05-2023;DK1;-7
26-05-2023;26-05-2023;DK2;-6
26-05-2023;26-05-2023;DK1;-6
26-05-2023;26-05-2023;DK1;-6
26-05-2023;26-05-2023;DK2;-6
26-05-2023;26-05-2023;DK1;402
26-05-2023;26-05-2023;DK2;402
26-05-2023;26-05-2023;DK1;38.540001
26-05-2023;26-05-2023;DK2;38.540001
26-05-2023;26-05-2023;DK2;74.900002
26-05-2023;26-05-2023;DK1;74.900002
26-05-2023;26-05-2023;DK2;95
26-05-2023;26-05-2023;DK1;95
26-05-2023;26-05-2023;DK2;103.059998
26-05-2023;26-05-2023;DK1;103.059998
26-05-2023;26-05-2023;DK2;102.419998
26-05-2023;26-05-2023;DK1;102.419998
26-05-2023;26-05-2023;DK1;58.549999
26-05-2023;26-05-2023;DK2;-4
26-05-2023;26-05-2023;DK1;6,184
26-05-2023;26-05-2023;DK2;-3.5
26-05-2023;26-05-2023;DK2;-3.5
26-05-2023;26-05-2023;DK1;40
26-05-2023;26-05-2023;DK2;-3.5
26-05-2023;26-05-2023;DK1;37
25-05-2023;26-05-2023;DK1;37.5
25-05-2023;26-05-2023;DK2;-3.5
25-05-2023;26-05-2023;DK1;50
25-05-2023;26-05-2023;DK2;50
25-05-2023;25-05-2023;DK2;5,932
25-05-2023;25-05-2023;DK1;5,932
25-05-2023;25-05-2023;DK1;65.410004
25-05-2023;25-05-2023;DK2;65.410004
25-05-2023;25-05-2023;DK2;106.080002
25-05-2023;25-05-2023;DK1;106.080002
25-05-2023;25-05-2023;DK2;6,457
25-05-2023;25-05-2023;DK1;6,457
25-05-2023;25-05-2023;DK1;59.869999
25-05-2023;25-05-2023;DK2;59.869999
25-05-2023;25-05-2023;DK1;57.110001
25-05-2023;25-05-2023;DK2;57.110001
25-05-2023;25-05-2023;DK2;41
25-05-2023;25-05-2023;DK1;41
25-05-2023;25-05-2023;DK2;999
25-05-2023;25-05-2023;DK1;999
25-05-2023;25-05-2023;DK2;-13
25-05-2023;25-05-2023;DK1;-13
25-05-2023;25-05-2023;DK2;-16
25-05-2023;25-05-2023;DK1;-16
25-05-2023;25-05-2023;DK2;925
25-05-2023;25-05-2023;DK1;925
25-05-2023;25-05-2023;DK2;32.759998
25-05-2023;25-05-2023;DK1;32.759998
25-05-2023;25-05-2023;DK2;45
25-05-2023;25-05-2023;DK1;45
25-05-2023;25-05-2023;DK1;58.810001
25-05-2023;25-05-2023;DK2;58.810001
25-05-2023;25-05-2023;DK1;61.610001
25-05-2023;25-05-2023;DK2;61.610001
25-05-2023;25-05-2023;DK2;101.5
25-05-2023;25-05-2023;DK1;72.160004
25-05-2023;25-05-2023;DK1;70.050003
25-05-2023;25-05-2023;DK2;121.489998
25-05-2023;25-05-2023;DK2;112.919998
25-05-2023;25-05-2023;DK1;70.800003
25-05-2023;25-05-2023;DK1;50.400002
25-05-2023;25-05-2023;DK2;50.400002
25-05-2023;25-05-2023;DK1;48.700001
25-05-2023;25-05-2023;DK2;48.700001
25-05-2023;25-05-2023;DK1;50.400002
25-05-2023;25-05-2023;DK2;50.400002
25-05-2023;25-05-2023;DK2;56.669998
25-05-2023;25-05-2023;DK1;56.669998
24-05-2023;25-05-2023;DK2;57
24-05-2023;25-05-2023;DK1;57
24-05-2023;25-05-2023;DK1;57
24-05-2023;25-05-2023;DK2;57
24-05-2023;24-05-2023;DK2;84.730003
24-05-2023;24-05-2023;DK1;84.730003
24-05-2023;24-05-2023;DK1;114.639999
24-05-2023;24-05-2023;DK2;114.639999
24-05-2023;24-05-2023;DK2;149.830002
24-05-2023;24-05-2023;DK1;148.399994
24-05-2023;24-05-2023;DK1;142
24-05-2023;24-05-2023;DK2;178.289993
24-05-2023;24-05-2023;DK1;136
24-05-2023;24-05-2023;DK2;166.470001
24-05-2023;24-05-2023;DK1;109.970001
24-05-2023;24-05-2023;DK2;115.059998
24-05-2023;24-05-2023;DK1;78.970001
24-05-2023;24-05-2023;DK2;105.199997
24-05-2023;24-05-2023;DK2;93.089996
24-05-2023;24-05-2023;DK1;78.260002
24-05-2023;24-05-2023;DK2;85.440002
24-05-2023;24-05-2023;DK1;67.599998
24-05-2023;24-05-2023;DK2;75.209999
24-05-2023;24-05-2023;DK1;75.209999
24-05-2023;24-05-2023;DK1;71.080002
24-05-2023;24-05-2023;DK2;81.629997
24-05-2023;24-05-2023;DK2;80.580002
24-05-2023;24-05-2023;DK1;80.580002
24-05-2023;24-05-2023;DK2;81
24-05-2023;24-05-2023;DK1;81
24-05-2023;24-05-2023;DK2;85.919998
24-05-2023;24-05-2023;DK1;85.919998
24-05-2023;24-05-2023;DK2;99.010002
24-05-2023;24-05-2023;DK1;97.699997
24-05-2023;24-05-2023;DK1;109.660004
24-05-2023;24-05-2023;DK2;109.660004
24-05-2023;24-05-2023;DK2;124.150002
24-05-2023;24-05-2023;DK1;121.470001
24-05-2023;24-05-2023;DK2;108.449997
24-05-2023;24-05-2023;DK1;106.779999
24-05-2023;24-05-2023;DK1;84.330002
24-05-2023;24-05-2023;DK2;84.330002
24-05-2023;24-05-2023;DK2;73.940002
24-05-2023;24-05-2023;DK1;73.940002
24-05-2023;24-05-2023;DK1;67.519997
24-05-2023;24-05-2023;DK2;67.519997
24-05-2023;24-05-2023;DK2;66.860001
24-05-2023;24-05-2023;DK1;66.860001
23-05-2023;24-05-2023;DK1;66.010002
23-05-2023;24-05-2023;DK2;66.010002
23-05-2023;24-05-2023;DK1;66.300003
23-05-2023;24-05-2023;DK2;66.300003
23-05-2023;23-05-2023;DK1;65.730003
23-05-2023;23-05-2023;DK2;65.730003
23-05-2023;23-05-2023;DK1;70.790001
23-05-2023;23-05-2023;DK2;97.690002
23-05-2023;23-05-2023;DK2;100.860001
23-05-2023;23-05-2023;DK1;70.660004
23-05-2023;23-05-2023;DK2;98.519997
23-05-2023;23-05-2023;DK1;69.489998
23-05-2023;23-05-2023;DK1;68.879997
23-05-2023;23-05-2023;DK2;95.269997
23-05-2023;23-05-2023;DK1;62.830002
23-05-2023;23-05-2023;DK2;78.089996
23-05-2023;23-05-2023;DK1;52.369999
23-05-2023;23-05-2023;DK2;61.720001
23-05-2023;23-05-2023;DK2;1,281
23-05-2023;23-05-2023;DK1;1,281
23-05-2023;23-05-2023;DK1;354
23-05-2023;23-05-2023;DK2;433
23-05-2023;23-05-2023;DK2;572
23-05-2023;23-05-2023;DK1;555
23-05-2023;23-05-2023;DK1;1,952
23-05-2023;23-05-2023;DK2;24.040001
23-05-2023;23-05-2023;DK1;13.5
23-05-2023;23-05-2023;DK2;13.5
23-05-2023;23-05-2023;DK2;13.5
23-05-2023;23-05-2023;DK1;13.5
23-05-2023;23-05-2023;DK1;48.990002
23-05-2023;23-05-2023;DK2;8,332
23-05-2023;23-05-2023;DK2;9,175
23-05-2023;23-05-2023;DK1;85.269997
23-05-2023;23-05-2023;DK1;101
23-05-2023;23-05-2023;DK2;101
23-05-2023;23-05-2023;DK1;104.139999
23-05-2023;23-05-2023;DK2;105.389999
23-05-2023;23-05-2023;DK2;50.5
23-05-2023;23-05-2023;DK1;50.5
23-05-2023;23-05-2023;DK2;35.5
23-05-2023;23-05-2023;DK1;35.5
23-05-2023;23-05-2023;DK1;40
23-05-2023;23-05-2023;DK2;40
23-05-2023;23-05-2023;DK2;40
23-05-2023;23-05-2023;DK1;40
23-05-2023;23-05-2023;DK2;50
23-05-2023;23-05-2023;DK1;50
22-05-2023;23-05-2023;DK2;65.709999
22-05-2023;23-05-2023;DK1;65.709999
22-05-2023;23-05-2023;DK1;70.540001
22-05-2023;23-05-2023;DK2;70.540001
22-05-2023;22-05-2023;DK1;84.480003
22-05-2023;22-05-2023;DK2;84.480003
22-05-2023;22-05-2023;DK1;104.239998
22-05-2023;22-05-2023;DK2;104.239998
22-05-2023;22-05-2023;DK2;112.800003
22-05-2023;22-05-2023;DK1;112.800003
22-05-2023;22-05-2023;DK1;119
22-05-2023;22-05-2023;DK2;119
22-05-2023;22-05-2023;DK2;108.010002
22-05-2023;22-05-2023;DK1;108.010002
22-05-2023;22-05-2023;DK2;90
22-05-2023;22-05-2023;DK1;90
22-05-2023;22-05-2023;DK1;78.699997
22-05-2023;22-05-2023;DK2;78.699997
22-05-2023;22-05-2023;DK2;70.800003
22-05-2023;22-05-2023;DK1;70.800003
22-05-2023;22-05-2023;DK2;6,825
22-05-2023;22-05-2023;DK1;6,825
22-05-2023;22-05-2023;DK1;66.379997
22-05-2023;22-05-2023;DK2;66.379997
22-05-2023;22-05-2023;DK2;62.869999
22-05-2023;22-05-2023;DK1;62.869999
22-05-2023;22-05-2023;DK2;6,307
22-05-2023;22-05-2023;DK1;6,307
22-05-2023;22-05-2023;DK2;73.360001
22-05-2023;22-05-2023;DK1;73.360001
22-05-2023;22-05-2023;DK2;86.970001
22-05-2023;22-05-2023;DK1;86.970001
22-05-2023;22-05-2023;DK2;102.309998
22-05-2023;22-05-2023;DK1;102.309998
22-05-2023;22-05-2023;DK1;113.419998
22-05-2023;22-05-2023;DK2;113.419998
22-05-2023;22-05-2023;DK1;118.309998
22-05-2023;22-05-2023;DK2;118.309998
22-05-2023;22-05-2023;DK1;62
22-05-2023;22-05-2023;DK2;62
22-05-2023;22-05-2023;DK2;51
22-05-2023;22-05-2023;DK1;51
22-05-2023;22-05-2023;DK1;51
22-05-2023;22-05-2023;DK2;51
22-05-2023;22-05-2023;DK2;51
22-05-2023;22-05-2023;DK1;51
22-05-2023;22-05-2023;DK2;51
22-05-2023;22-05-2023;DK1;51
21-05-2023;22-05-2023;DK2;51
21-05-2023;22-05-2023;DK1;51
21-05-2023;22-05-2023;DK2;71.940002
21-05-2023;22-05-2023;DK1;73.129997
21-05-2023;21-05-2023;DK2;65
21-05-2023;21-05-2023;DK1;65
21-05-2023;21-05-2023;DK2;87.779999
21-05-2023;21-05-2023;DK1;87.779999
21-05-2023;21-05-2023;DK2;8,882
21-05-2023;21-05-2023;DK1;8,882
21-05-2023;21-05-2023;DK2;90.870003
21-05-2023;21-05-2023;DK1;90.870003
21-05-2023;21-05-2023;DK2;85.489998
21-05-2023;21-05-2023;DK1;85.489998
21-05-2023;21-05-2023;DK2;4,134
21-05-2023;21-05-2023;DK1;4,134
21-05-2023;21-05-2023;DK1;222
21-05-2023;21-05-2023;DK2;222
21-05-2023;21-05-2023;DK2;-41
21-05-2023;21-05-2023;DK1;-41
21-05-2023;21-05-2023;DK2;-5
21-05-2023;21-05-2023;DK1;-1,958
21-05-2023;21-05-2023;DK2;-5
21-05-2023;21-05-2023;DK1;-41.369999
21-05-2023;21-05-2023;DK2;-5
21-05-2023;21-05-2023;DK1;-25.030001
21-05-2023;21-05-2023;DK1;-792
21-05-2023;21-05-2023;DK2;-4
21-05-2023;21-05-2023;DK2;-269
21-05-2023;21-05-2023;DK1;-269
21-05-2023;21-05-2023;DK1;-3.5
21-05-2023;21-05-2023;DK2;-3.5
21-05-2023;21-05-2023;DK1;-1
21-05-2023;21-05-2023;DK2;-1
21-05-2023;21-05-2023;DK2;20
21-05-2023;21-05-2023;DK1;20
21-05-2023;21-05-2023;DK1;27.549999
21-05-2023;21-05-2023;DK2;27.549999
21-05-2023;21-05-2023;DK1;30.790001
21-05-2023;21-05-2023;DK2;3,074
21-05-2023;21-05-2023;DK1;2,826
21-05-2023;21-05-2023;DK2;2,758
21-05-2023;21-05-2023;DK1;29.950001
21-05-2023;21-05-2023;DK2;2,923
21-05-2023;21-05-2023;DK1;2,876
21-05-2023;21-05-2023;DK2;2,807
21-05-2023;21-05-2023;DK1;33.880001
21-05-2023;21-05-2023;DK2;3,307
20-05-2023;21-05-2023;DK2;39.080002
20-05-2023;21-05-2023;DK1;40.040001
20-05-2023;21-05-2023;DK2;50.950001
20-05-2023;21-05-2023;DK1;52.200001
20-05-2023;20-05-2023;DK1;73.019997
20-05-2023;20-05-2023;DK2;71.260002
20-05-2023;20-05-2023;DK2;76.709999
20-05-2023;20-05-2023;DK1;78.599998
20-05-2023;20-05-2023;DK2;79.110001
20-05-2023;20-05-2023;DK1;81.059998
20-05-2023;20-05-2023;DK1;87.690002
20-05-2023;20-05-2023;DK2;85.580002
20-05-2023;20-05-2023;DK1;78.440002
20-05-2023;20-05-2023;DK2;76.559998
20-05-2023;20-05-2023;DK1;5,368
20-05-2023;20-05-2023;DK2;5,368
20-05-2023;20-05-2023;DK2;67
20-05-2023;20-05-2023;DK1;67
20-05-2023;20-05-2023;DK1;-671
20-05-2023;20-05-2023;DK2;-671
20-05-2023;20-05-2023;DK1;-16
20-05-2023;20-05-2023;DK2;-16
20-05-2023;20-05-2023;DK2;-1,002
20-05-2023;20-05-2023;DK1;-1,002
20-05-2023;20-05-2023;DK1;-1,002
20-05-2023;20-05-2023;DK2;-1,002
20-05-2023;20-05-2023;DK2;-1.5
20-05-2023;20-05-2023;DK1;-1.5
20-05-2023;20-05-2023;DK2;-14.5
20-05-2023;20-05-2023;DK1;-14.5
20-05-2023;20-05-2023;DK2;-14.5
20-05-2023;20-05-2023;DK1;-14.5
20-05-2023;20-05-2023;DK1;0
20-05-2023;20-05-2023;DK2;0
20-05-2023;20-05-2023;DK2;40
20-05-2023;20-05-2023;DK1;40
20-05-2023;20-05-2023;DK2;62.459999
20-05-2023;20-05-2023;DK1;62.459999
20-05-2023;20-05-2023;DK1;52
20-05-2023;20-05-2023;DK2;52
20-05-2023;20-05-2023;DK2;52
20-05-2023;20-05-2023;DK1;52
20-05-2023;20-05-2023;DK1;65.050003
20-05-2023;20-05-2023;DK2;64.980003
20-05-2023;20-05-2023;DK1;65.830002
20-05-2023;20-05-2023;DK2;6,575
20-05-2023;20-05-2023;DK2;68.080002
20-05-2023;20-05-2023;DK1;68.080002
19-05-2023;20-05-2023;DK1;74
19-05-2023;20-05-2023;DK2;74
19-05-2023;20-05-2023;DK2;68.5
19-05-2023;20-05-2023;DK1;68.5
19-05-2023;19-05-2023;DK2;69.5
19-05-2023;19-05-2023;DK1;69.5
19-05-2023;19-05-2023;DK2;99.790001
19-05-2023;19-05-2023;DK1;99.790001
19-05-2023;19-05-2023;DK2;105.019997
19-05-2023;19-05-2023;DK1;105.019997
19-05-2023;19-05-2023;DK2;11,593
19-05-2023;19-05-2023;DK1;11,593
19-05-2023;19-05-2023;DK1;116.290001
19-05-2023;19-05-2023;DK2;116.290001
19-05-2023;19-05-2023;DK2;103.669998
19-05-2023;19-05-2023;DK1;103.669998
19-05-2023;19-05-2023;DK1;87.190002
19-05-2023;19-05-2023;DK2;87.190002
19-05-2023;19-05-2023;DK2;72.150002
19-05-2023;19-05-2023;DK1;72.150002
19-05-2023;19-05-2023;DK2;51
19-05-2023;19-05-2023;DK1;51
19-05-2023;19-05-2023;DK2;18
19-05-2023;19-05-2023;DK1;18
19-05-2023;19-05-2023;DK2;18
19-05-2023;19-05-2023;DK1;18
19-05-2023;19-05-2023;DK1;18
19-05-2023;19-05-2023;DK2;18
19-05-2023;19-05-2023;DK1;18
19-05-2023;19-05-2023;DK2;18
19-05-2023;19-05-2023;DK2;50
19-05-2023;19-05-2023;DK1;50
19-05-2023;19-05-2023;DK1;72.5
19-05-2023;19-05-2023;DK2;72.5
19-05-2023;19-05-2023;DK2;106
19-05-2023;19-05-2023;DK1;106
19-05-2023;19-05-2023;DK2;109.970001
19-05-2023;19-05-2023;DK1;109.970001
19-05-2023;19-05-2023;DK1;111
19-05-2023;19-05-2023;DK2;111
19-05-2023;19-05-2023;DK1;99.330002
19-05-2023;19-05-2023;DK2;99.330002
19-05-2023;19-05-2023;DK1;84.160004
19-05-2023;19-05-2023;DK2;84.160004
19-05-2023;19-05-2023;DK2;77.029999
19-05-2023;19-05-2023;DK1;77.029999
19-05-2023;19-05-2023;DK2;80.230003
19-05-2023;19-05-2023;DK1;80.230003
18-05-2023;19-05-2023;DK2;83.199997
18-05-2023;19-05-2023;DK1;83.199997
18-05-2023;19-05-2023;DK1;93.019997
18-05-2023;19-05-2023;DK2;93.019997
18-05-2023;18-05-2023;DK2;98.760002
18-05-2023;18-05-2023;DK1;98.760002
18-05-2023;18-05-2023;DK2;109.610001
18-05-2023;18-05-2023;DK1;109.610001
18-05-2023;18-05-2023;DK2;11,718
18-05-2023;18-05-2023;DK1;11,718
18-05-2023;18-05-2023;DK2;125.870003
18-05-2023;18-05-2023;DK1;125.870003
18-05-2023;18-05-2023;DK2;115.529999
18-05-2023;18-05-2023;DK1;115.529999
18-05-2023;18-05-2023;DK2;103.080002
18-05-2023;18-05-2023;DK1;103.080002
18-05-2023;18-05-2023;DK1;61.5
18-05-2023;18-05-2023;DK2;61.5
18-05-2023;18-05-2023;DK2;30
18-05-2023;18-05-2023;DK1;30
18-05-2023;18-05-2023;DK1;30
18-05-2023;18-05-2023;DK2;30
18-05-2023;18-05-2023;DK2;29
18-05-2023;18-05-2023;DK1;29
18-05-2023;18-05-2023;DK2;15.5
18-05-2023;18-05-2023;DK1;15.5
18-05-2023;18-05-2023;DK2;30
18-05-2023;18-05-2023;DK1;30
18-05-2023;18-05-2023;DK1;38
18-05-2023;18-05-2023;DK2;38
18-05-2023;18-05-2023;DK1;51.5
18-05-2023;18-05-2023;DK2;51.5
18-05-2023;18-05-2023;DK1;80.339996
18-05-2023;18-05-2023;DK2;80.339996
18-05-2023;18-05-2023;DK2;90.290001
18-05-2023;18-05-2023;DK1;90.290001
18-05-2023;18-05-2023;DK1;94.830002
18-05-2023;18-05-2023;DK2;94.830002
18-05-2023;18-05-2023;DK2;100.419998
18-05-2023;18-05-2023;DK1;100.419998
18-05-2023;18-05-2023;DK2;98.400002
18-05-2023;18-05-2023;DK1;98.400002
18-05-2023;18-05-2023;DK2;94.379997
18-05-2023;18-05-2023;DK1;94.379997
18-05-2023;18-05-2023;DK1;88.919998
18-05-2023;18-05-2023;DK2;88.919998
18-05-2023;18-05-2023;DK2;26.860001
18-05-2023;18-05-2023;DK1;26.860001
17-05-2023;18-05-2023;DK1;26.860001
17-05-2023;18-05-2023;DK2;26.860001
17-05-2023;18-05-2023;DK2;100.589996
17-05-2023;18-05-2023;DK1;100.589996
17-05-2023;17-05-2023;DK2;100.470001
17-05-2023;17-05-2023;DK1;100.470001
17-05-2023;17-05-2023;DK2;108.339996
17-05-2023;17-05-2023;DK1;108.339996
17-05-2023;17-05-2023;DK2;127.040001
17-05-2023;17-05-2023;DK1;127.040001
17-05-2023;17-05-2023;DK1;114.410004
17-05-2023;17-05-2023;DK2;114.410004
17-05-2023;17-05-2023;DK2;70.449997
17-05-2023;17-05-2023;DK1;70.449997
17-05-2023;17-05-2023;DK1;65.019997
17-05-2023;17-05-2023;DK2;65.019997
17-05-2023;17-05-2023;DK2;58.990002
17-05-2023;17-05-2023;DK1;58.990002
17-05-2023;17-05-2023;DK2;327
17-05-2023;17-05-2023;DK1;20
17-05-2023;17-05-2023;DK2;0
17-05-2023;17-05-2023;DK1;0
17-05-2023;17-05-2023;DK1;8
17-05-2023;17-05-2023;DK2;8
17-05-2023;17-05-2023;DK2;5
17-05-2023;17-05-2023;DK1;5
17-05-2023;17-05-2023;DK1;362
17-05-2023;17-05-2023;DK2;48
17-05-2023;17-05-2023;DK1;36.380001
17-05-2023;17-05-2023;DK2;163
17-05-2023;17-05-2023;DK2;296
17-05-2023;17-05-2023;DK1;48.540001
17-05-2023;17-05-2023;DK1;50.439999
17-05-2023;17-05-2023;DK2;329
17-05-2023;17-05-2023;DK2;345
17-05-2023;17-05-2023;DK1;54.209999
17-05-2023;17-05-2023;DK2;243
17-05-2023;17-05-2023;DK1;50.639999
17-05-2023;17-05-2023;DK1;43.599998
17-05-2023;17-05-2023;DK2;1
17-05-2023;17-05-2023;DK2;-4
17-05-2023;17-05-2023;DK1;34.759998
17-05-2023;17-05-2023;DK2;-4
17-05-2023;17-05-2023;DK1;3,017
17-05-2023;17-05-2023;DK2;-4
17-05-2023;17-05-2023;DK1;3,016
17-05-2023;17-05-2023;DK2;-13
17-05-2023;17-05-2023;DK1;3,016
16-05-2023;17-05-2023;DK2;-11
16-05-2023;17-05-2023;DK1;3,016
16-05-2023;17-05-2023;DK2;1
16-05-2023;17-05-2023;DK1;19
16-05-2023;16-05-2023;DK1;1,457
16-05-2023;16-05-2023;DK2;0.1
16-05-2023;16-05-2023;DK1;28.469999
16-05-2023;16-05-2023;DK2;1,758
16-05-2023;16-05-2023;DK1;48.529999
16-05-2023;16-05-2023;DK2;48.529999
16-05-2023;16-05-2023;DK1;56.779999
16-05-2023;16-05-2023;DK2;56.779999
16-05-2023;16-05-2023;DK2;59.330002
16-05-2023;16-05-2023;DK1;59.330002
16-05-2023;16-05-2023;DK2;59.790001
16-05-2023;16-05-2023;DK1;59.790001
16-05-2023;16-05-2023;DK2;59.790001
16-05-2023;16-05-2023;DK1;59.790001
16-05-2023;16-05-2023;DK1;4,123
16-05-2023;16-05-2023;DK2;4,123
16-05-2023;16-05-2023;DK2;1,229
16-05-2023;16-05-2023;DK1;1,259
16-05-2023;16-05-2023;DK2;20.299999
16-05-2023;16-05-2023;DK1;1,999
16-05-2023;16-05-2023;DK2;39.189999
16-05-2023;16-05-2023;DK1;39.189999
16-05-2023;16-05-2023;DK2;5,127
16-05-2023;16-05-2023;DK1;49.779999
16-05-2023;16-05-2023;DK2;61.650002
16-05-2023;16-05-2023;DK1;61.650002
16-05-2023;16-05-2023;DK2;71.419998
16-05-2023;16-05-2023;DK1;71.419998
16-05-2023;16-05-2023;DK1;73.510002
16-05-2023;16-05-2023;DK2;73.510002
16-05-2023;16-05-2023;DK2;77.010002
16-05-2023;16-05-2023;DK1;77.010002
16-05-2023;16-05-2023;DK1;77.089996
16-05-2023;16-05-2023;DK2;77.089996
16-05-2023;16-05-2023;DK2;87.790001
16-05-2023;16-05-2023;DK1;87.790001
16-05-2023;16-05-2023;DK2;69.150002
16-05-2023;16-05-2023;DK1;69.150002
16-05-2023;16-05-2023;DK2;6,432
16-05-2023;16-05-2023;DK1;6,432
16-05-2023;16-05-2023;DK2;62.040001
16-05-2023;16-05-2023;DK1;62.040001
16-05-2023;16-05-2023;DK1;68.330002
16-05-2023;16-05-2023;DK2;68.330002
15-05-2023;16-05-2023;DK2;71.339996
15-05-2023;16-05-2023;DK1;71.339996
15-05-2023;16-05-2023;DK1;75.589996
15-05-2023;16-05-2023;DK2;75.589996
15-05-2023;15-05-2023;DK1;93.790001
15-05-2023;15-05-2023;DK2;93.790001
15-05-2023;15-05-2023;DK2;110.589996
15-05-2023;15-05-2023;DK1;110
15-05-2023;15-05-2023;DK2;12,407
15-05-2023;15-05-2023;DK1;12,232
15-05-2023;15-05-2023;DK2;131.789993
15-05-2023;15-05-2023;DK1;129.199997
15-05-2023;15-05-2023;DK2;124.980003
15-05-2023;15-05-2023;DK1;124.980003
15-05-2023;15-05-2023;DK2;117.839996
15-05-2023;15-05-2023;DK1;117.839996
15-05-2023;15-05-2023;DK2;100.050003
15-05-2023;15-05-2023;DK1;100.050003
15-05-2023;15-05-2023;DK2;89.190002
15-05-2023;15-05-2023;DK1;87.949997
15-05-2023;15-05-2023;DK1;90.540001
15-05-2023;15-05-2023;DK2;90.540001
15-05-2023;15-05-2023;DK2;89.419998
15-05-2023;15-05-2023;DK1;89.419998
15-05-2023;15-05-2023;DK1;90.769997
15-05-2023;15-05-2023;DK2;90.769997
15-05-2023;15-05-2023;DK1;9,475
15-05-2023;15-05-2023;DK2;9,475
15-05-2023;15-05-2023;DK1;99.620003
