TotalLoad,year,month,date,hour
1305.410034,2022,02,06,03
1352.109985,2022,02,06,04
1365.640015,2022,02,06,05
1474.869995,2022,02,06,06
1574.130005,2022,02,06,07
1669.800049,2022,02,06,08
1708.630005,2022,02,06,09
1755.819946,2022,02,06,10
1765.890015,2022,02,06,11
1743.579956,2022,02,06,12
1769.150024,2022,02,06,13
1790.859985,2022,02,06,14
1846.01001,2022,02,06,15
2027.089966,2022,02,06,16
2050.27002,2022,02,06,17
1912.069946,2022,02,06,18
1792.670044,2022,02,06,19
1700.300049,2022,02,06,20
1591.569946,2022,02,06,21
1518.640015,2022,02,06,22
1481.939941,2022,02,06,23
1450.369995,2022,02,07,00
1441.160034,2022,02,07,01
1404.550049,2022,02,07,02
1427.550049,2022,02,07,03
1528.790039,2022,02,07,04
1771.560059,2022,02,07,05
2023.800049,2022,02,07,06
2085.449951,2022,02,07,07
2092.350098,2022,02,07,08
2058.689941,2022,02,07,09
2030.849976,2022,02,07,10
2021.890015,2022,02,07,11
2015.699951,2022,02,07,12
1968.140015,2022,02,07,13
1956.040039,2022,02,07,14
1999.01001,2022,02,07,15
2200.850098,2022,02,07,16
2190.050049,2022,02,07,17
2037.530029,2022,02,07,18
1900.119995,2022,02,07,19
1761.140015,2022,02,07,20
1629.900024,2022,02,07,21
1538.27002,2022,02,07,22
1460.550049,2022,02,07,23
1403.300049,2022,02,08,00
1374.300049,2022,02,08,01
1368.01001,2022,02,08,02
1369.550049,2022,02,08,03
1470.719971,2022,02,08,04
1693.969971,2022,02,08,05
1917.369995,2022,02,08,06
2004.040039,2022,02,08,07
2050.629883,2022,02,08,08
2033.660034,2022,02,08,09
2010.280029,2022,02,08,10
1984.569946,2022,02,08,11
1968.209961,2022,02,08,12
1942.290039,2022,02,08,13
1932.98999,2022,02,08,14
1937.319946,2022,02,08,15
